"29","11418","11"
"30","11417","15"
"31","11417","14"
"32","11416","17"
"33","11416","18"
"34","11415","19"
"35","11415","17"
"36","11414","16"
"37","11413","21"
"38","11413","20"
"42","1002","16"
"43","1003","17"
"44","1003","16"
"45","1004","16"
"46","11411","30"
"47","11411","31"
"48","11410","18"
"49","11410","17"
"50","11410","32"
"51","11412","23"
"52","1005","35"
"53","1006","16"
"54","1006","17"
"55","1007","37"
"56","1008","39"
"57","1009","19"
"58","1010","42"
"59","1011","7"
"60","1012","39"
"61","1012","38"
"62","1013","26"
"63","1014","16"
"64","11408","41"
"65","1014","17"
"66","11408","45"
"67","1015","46"
"68","1016","17"
"69","11407","47"
"70","11407","41"
"71","11407","25"
"72","11406","46"
"73","11409","44"
"74","11409","36"
"75","11405","17"
"76","11405","49"
"77","1017","49"
"78","1017","17"
"79","1018","46"
"80","11404","51"
"81","11404","47"
"82","1019","43"
"83","11404","26"
"84","1020","14"
"85","11403","56"
"86","11403","55"
"87","11403","8"
"88","11403","53"
"89","11403","9"
"90","11402","52"
"91","1021","46"
"92","11401","58"
"93","11401","57"
"94","1022","59"
"95","1023","43"
"96","1023","46"
"97","11400","60"
"98","1024","52"
"99","11399","17"
"100","11399","47"
"101","1025","16"
"102","1026","16"
"103","1026","59"
"104","11398","59"
"105","11398","17"
"106","11397","16"
"107","11397","28"
"108","11397","61"
"109","1027","16"
"110","11396","19"
"111","11396","32"
"112","11395","59"
"113","11394","47"
"114","11394","45"
"115","11394","46"
"116","11394","36"
"117","11393","59"
"118","11393","17"
"119","1028","62"
"120","1029","43"
"121","1030","43"
"122","1031","37"
"123","11392","4"
"124","11392","65"
"125","11392","64"
"126","11392","3"
"127","11392","1"
"128","11392","63"
"129","1032","68"
"130","1032","67"
"131","1033","69"
"132","1034","17"
"133","1034","19"
"134","1035","16"
"135","1036","16"
"136","1037","16"
"137","11391","66"
"138","11391","71"
"139","1037","47"
"140","11390","36"
"141","11390","59"
"142","1038","46"
"143","1039","69"
"144","1040","43"
"145","11389","72"
"146","1041","16"
"147","11388","59"
"148","1042","73"
"149","1042","16"
"150","1043","16"
"151","11387","29"
"152","11387","57"
"153","11387","21"
"154","1044","74"
"155","11386","75"
"156","11386","18"
"157","11385","47"
"158","1045","43"
"159","11385","13"
"160","11385","31"
"161","11385","16"
"162","11384","17"
"163","1046","16"
"164","11384","40"
"165","11383","44"
"166","11383","17"
"167","1047","43"
"169","1048","43"
"170","11382","8"
"171","1048","16"
"172","11382","76"
"173","11382","9"
"174","1049","16"
"175","1049","18"
"176","11380","77"
"177","11380","59"
"178","11380","21"
"179","1050","16"
"180","1051","16"
"181","1051","17"
"182","1052","72"
"183","11381","73"
"184","11381","59"
"185","11381","62"
"186","11379","17"
"187","1053","14"
"188","1053","43"
"189","11378","61"
"190","11378","16"
"191","1054","62"
"192","11378","39"
"193","11377","17"
"194","11377","58"
"195","11377","47"
"196","1055","33"
"197","1056","1"
"198","1057","22"
"199","11376","58"
"200","1058","59"
"201","1059","43"
"202","11375","47"
"203","11375","82"
"204","11374","17"
"205","1060","78"
"206","11374","59"
"207","1060","80"
"208","11374","21"
"209","1060","81"
"210","1060","79"
"211","11373","46"
"212","11373","69"
"213","11373","39"
"214","1060","54"
"215","11372","74"
"216","1060","29"
"217","1061","16"
"218","1061","59"
"219","1062","69"
"220","11371","83"
"221","11371","72"
"222","1063","85"
"223","1063","86"
"224","1064","26"
"225","11370","18"
"226","11370","67"
"227","1065","65"
"228","11369","58"
"229","11369","47"
"230","1066","14"
"231","1067","16"
"232","1068","38"
"233","1069","43"
"234","1070","43"
"235","1071","52"
"238","1074","73"
"239","1075","34"
"240","1076","50"
"242","1078","22"
"243","1079","46"
"244","1079","23"
"245","1080","81"
"246","1081","50"
"247","1081","59"
"248","1082","46"
"249","1083","17"
"250","1084","81"
"251","1084","26"
"252","1085","50"
"253","1085","59"
"254","1086","43"
"256","1088","22"
"257","1089","8"
"258","1089","9"
"259","1090","85"
"260","1090","55"
"261","1091","16"
"263","1093","43"
"264","1094","88"
"265","1094","73"
"266","1095","81"
"267","1096","43"
"268","1097","73"
"269","1097","43"
"270","1098","59"
"271","1099","43"
"273","1101","16"
"274","1101","17"
"275","1102","16"
"276","1102","58"
"277","1103","16"
"278","1104","1"
"279","1104","7"
"280","1105","16"
"281","1105","60"
"282","1106","43"
"283","1107","59"
"284","1108","16"
"285","1109","3"
"286","1109","59"
"287","1110","73"
"288","1111","73"
"289","1112","73"
"290","1113","73"
"291","1114","73"
"292","1115","73"
"293","1116","73"
"294","1117","73"
"295","1118","73"
"296","1119","73"
"297","1120","73"
"298","1120","59"
"299","1120","16"
"300","1121","73"
"301","1121","59"
"302","1121","16"
"303","1122","59"
"304","1123","59"
"305","1124","59"
"306","1124","16"
"307","1125","73"
"308","1125","16"
"309","1126","38"
"310","1126","59"
"311","1126","73"
"312","1127","73"
"313","1127","59"
"314","1128","59"
"315","1128","88"
"316","1129","73"
"317","1129","59"
"318","1130","73"
"319","1130","59"
"320","1131","73"
"321","1131","59"
"322","1132","49"
"323","1133","63"
"324","1133","43"
"325","1134","43"
"326","1134","63"
"327","1135","43"
"328","1135","63"
"329","1136","43"
"330","1136","63"
"331","1137","43"
"332","1137","16"
"333","1138","48"
"334","1139","43"
"335","1139","16"
"337","1141","43"
"338","1141","16"
"339","1142","43"
"340","1142","16"
"341","1143","43"
"342","1143","16"
"343","1144","43"
"344","1144","16"
"345","1145","43"
"346","1145","16"
"347","1146","43"
"348","1147","16"
"349","1147","43"
"350","1148","43"
"351","1148","16"
"352","1149","52"
"353","1149","34"
"354","1150","50"
"355","1150","16"
"356","1151","19"
"357","1151","16"
"358","1152","16"
"359","1152","69"
"360","1153","16"
"362","1155","16"
"364","1157","16"
"365","1158","52"
"366","1158","50"
"368","1159","52"
"369","1160","50"
"370","1161","16"
"371","1072","73"
"372","1072","73"
"373","1072","59"
"374","1072","59"
"375","1087","58"
"376","1087","16"
"377","1073","91"
"380","1073","16"
"382","1100","55"
"383","1140","60"
"384","1140","19"
"385","1092","16"
"386","1092","10"
"387","1077","49"
"388","11368","17"
"389","1077","92"
"390","11366","92"
"391","11366","47"
"392","1154","93"
"393","1156","16"
"394","1156","43"
"396","1163","94"
"397","11367","60"
"398","1163","37"
"399","11367","17"
"400","1162","16"
"401","1164","2"
"402","1164","16"
"403","11365","17"
"404","11365","46"
"405","1167","59"
"406","1167","16"
"407","11363","74"
"408","11363","44"
"409","11363","60"
"410","11363","36"
"411","11363","7"
"412","11363","26"
"413","1168","9"
"414","11362","59"
"415","11362","1"
"416","1165","16"
"417","1165","58"
"418","11364","69"
"419","11364","46"
"420","11364","18"
"421","1169","1"
"422","1169","46"
"423","1170","11"
"430","1166","16"
"431","1166","43"
"433","1171","37"
"434","1173","33"
"435","1173","16"
"436","1172","31"
"437","11361","96"
"438","11361","9"
"439","11361","84"
"440","11360","92"
"441","1172","16"
"442","11360","41"
"443","1177","73"
"444","1177","59"
"445","11360","17"
"446","1176","43"
"448","1175","23"
"450","1174","16"
"451","1174","44"
"452","1174","60"
"453","11359","98"
"454","11358","97"
"455","1178","1"
"456","11358","50"
"457","11358","16"
"458","1179","16"
"459","11357","15"
"460","1179","59"
"461","11357","57"
"462","11357","13"
"463","11357","14"
"464","11356","60"
"465","11356","46"
"466","11355","46"
"467","11354","50"
"468","1181","46"
"469","11353","11"
"472","11352","99"
"473","11352","100"
"474","11352","35"
"475","11352","17"
"476","11352","61"
"477","11351","46"
"478","11351","69"
"479","1180","46"
"480","1182","16"
"481","11350","102"
"482","1183","16"
"483","11350","64"
"484","11350","101"
"485","11350","2"
"486","11349","75"
"487","11349","18"
"488","11348","10"
"489","11347","91"
"490","11347","17"
"491","11346","82"
"492","11346","17"
"493","11346","26"
"494","11345","46"
"495","11344","11"
"496","11344","58"
"497","11343","46"
"498","11343","13"
"499","11342","47"
"500","11342","101"
"501","11341","23"
"502","11340","2"
"503","11340","44"
"504","11339","4"
"505","1184","16"
"506","1184","10"
"507","11338","55"
"508","11338","104"
"509","11337","100"
"510","11337","17"
"511","1185","16"
"512","1185","61"
"513","11336","20"
"514","11336","85"
"515","11336","55"
"516","11335","105"
"517","11335","99"
"518","11334","26"
"519","11333","33"
"520","11333","17"
"521","1186","33"
"522","1190","11"
"523","1190","16"
"524","11332","82"
"525","11332","46"
"526","11331","4"
"527","11331","69"
"528","11331","96"
"529","11330","38"
"530","11330","60"
"531","11329","69"
"532","11329","64"
"533","11328","59"
"534","11328","88"
"535","11327","10"
"536","11326","26"
"537","11326","102"
"538","11325","14"
"539","11324","69"
"540","11324","46"
"541","11323","82"
"542","11323","17"
"543","11323","21"
"544","11322","69"
"545","11322","46"
"546","11322","17"
"547","11321","43"
"548","11320","55"
"549","11319","15"
"550","11318","75"
"551","11317","10"
"552","11316","47"
"553","11316","82"
"554","11316","16"
"555","11314","50"
"556","11314","16"
"557","11313","4"
"558","11313","64"
"559","11312","74"
"560","11312","43"
"561","11315","16"
"562","11315","33"
"563","11311","8"
"564","11311","88"
"565","11311","9"
"566","11310","64"
"567","11310","46"
"568","11309","57"
"569","11308","52"
"570","11308","17"
"571","11307","100"
"572","11307","16"
"573","11305","17"
"574","11304","101"
"575","11304","47"
"577","11302","43"
"578","11301","12"
"579","11303","60"
"580","11303","69"
"581","11300","47"
"582","11300","16"
"583","11299","11"
"584","11299","17"
"585","11299","46"
"586","11298","83"
"587","11298","55"
"588","11298","86"
"589","11297","25"
"590","11296","37"
"591","11295","16"
"592","11294","60"
"593","11294","17"
"594","11293","47"
"595","11293","82"
"596","11293","10"
"597","11292","46"
"598","11292","17"
"599","11292","19"
"601","11290","21"
"602","11290","19"
"603","11288","8"
"604","11288","9"
"605","11287","77"
"606","11286","91"
"607","11286","16"
"608","11306","66"
"609","11306","16"
"610","11289","59"
"611","11289","64"
"612","11284","17"
"613","11285","43"
"614","11285","16"
"615","11283","60"
"616","11283","46"
"617","11283","16"
"618","11282","69"
"619","11282","46"
"620","11282","17"
"621","11281","73"
"622","11281","59"
"623","11281","1"
"624","11281","36"
"625","11280","106"
"626","11280","16"
"627","11279","91"
"628","11279","43"
"629","11278","54"
"630","11278","63"
"631","11277","17"
"632","11276","9"
"633","11276","5"
"634","11275","43"
"635","11275","63"
"636","11274","8"
"637","11274","84"
"638","11274","55"
"639","11273","105"
"640","11273","59"
"641","11272","45"
"642","11272","12"
"643","11271","98"
"644","11271","10"
"645","11270","52"
"646","11270","16"
"647","11269","17"
"648","11269","23"
"649","11268","16"
"650","11267","104"
"651","11267","55"
"652","11266","30"
"653","11266","56"
"654","11265","88"
"655","11265","59"
"656","11264","62"
"657","11264","7"
"658","11263","16"
"659","11263","61"
"660","11262","46"
"661","11262","17"
"662","11261","16"
"663","11261","71"
"664","11260","46"
"665","11259","11"
"666","11258","88"
"667","11258","61"
"668","11257","43"
"669","11257","36"
"670","11256","17"
"671","11256","52"
"672","11254","100"
"673","11253","58"
"674","11253","61"
"675","11252","16"
"676","11250","11"
"677","11249","12"
"678","11249","13"
"679","11251","47"
"680","11251","16"
"681","11247","49"
"682","11255","43"
"683","11248","46"
"684","11248","89"
"685","11246","69"
"686","11246","46"
"687","11244","22"
"688","11244","44"
"689","11243","36"
"690","11243","23"
"691","11241","12"
"692","11241","10"
"693","11240","82"
"694","11240","17"
"695","11242","16"
"696","11238","20"
"697","11238","16"
"698","11237","36"
"699","11237","43"
"700","11239","10"
"701","11235","46"
"702","11235","69"
"703","11245","16"
"704","11236","47"
"705","11236","82"
"706","11231","32"
"707","11231","16"
"708","11233","72"
"709","11233","12"
"710","11232","16"
"711","11234","69"
"712","11228","92"
"713","11228","46"
"714","11227","19"
"715","11227","17"
"716","11229","47"
"717","11229","23"
"718","11230","91"
"719","11230","22"
"720","11225","19"
"721","11226","17"
"722","11224","69"
"723","11224","46"
"724","11226","16"
"725","11223","46"
"726","11223","17"
"727","11222","13"
"728","11222","12"
"729","11222","54"
"730","11219","43"
"731","11220","43"
"732","11220","106"
"733","11221","44"
"734","11221","16"
"735","11218","16"
"736","11218","17"
"737","11217","22"
"738","11217","60"
"739","11216","74"
"740","11216","43"
"741","11215","9"
"742","11214","19"
"743","11213","58"
"744","11213","62"
"745","11212","15"
"746","11212","14"
"747","11211","19"
"748","11210","43"
"749","11209","17"
"750","11209","16"
"751","11208","106"
"752","11208","16"
"753","11208","17"
"754","11207","16"
"755","11207","59"
"756","11206","12"
"757","11204","11"
"758","11204","60"
"759","11203","69"
"760","11203","17"
"761","11202","60"
"762","11202","16"
"763","11200","17"
"764","11200","62"
"765","11199","106"
"766","11199","16"
"767","11198","57"
"768","11205","43"
"769","11205","17"
"770","11197","54"
"771","11197","16"
"772","11196","16"
"773","11196","59"
"774","11196","17"
"775","11195","16"
"776","11195","33"
"777","11194","11"
"778","11194","10"
"779","11193","59"
"780","11193","98"
"781","11192","55"
"782","11192","85"
"783","11191","12"
"784","11191","83"
"785","11190","107"
"786","11190","85"
"787","11189","19"
"788","11189","16"
"789","11188","17"
"790","11187","60"
"791","11186","16"
"792","11186","61"
"793","11185","43"
"794","11185","17"
"795","11184","47"
"796","11184","12"
"797","11184","13"
"798","11184","55"
"799","11183","8"
"800","11183","9"
"801","11182","108"
"802","11182","47"
"803","11182","46"
"804","11181","16"
"805","11179","16"
"806","11179","58"
"807","11178","60"
"808","11178","17"
"809","11175","74"
"810","11175","43"
"811","11174","109"
"812","11173","59"
"813","11180","58"
"814","11180","10"
"815","11180","50"
"816","11176","59"
"817","11176","6"
"818","11172","12"
"819","11172","107"
"820","11169","16"
"821","11170","50"
"822","11170","17"
"823","11171","82"
"824","11171","16"
"825","11168","16"
"826","11166","12"
"827","11166","55"
"828","11166","13"
"829","11165","16"
"830","11165","6"
"831","11165","59"
"832","11164","11"
"833","11163","75"
"834","11163","58"
"835","11161","11"
"836","11161","16"
"837","11167","61"
"838","11167","46"
"839","11162","16"
"840","11162","17"
"841","11160","16"
"842","11159","16"
"843","11159","24"
"844","11158","69"
"845","11158","46"
"846","11157","12"
"847","11157","60"
"848","11156","17"
"849","11155","20"
"850","11155","16"
"851","11154","16"
"852","11154","50"
"853","11153","8"
"854","11153","69"
"855","11152","39"
"856","11151","20"
"857","11151","98"
"858","11150","16"
"859","11150","46"
"860","11149","46"
"861","11149","16"
"862","11148","84"
"863","11148","8"
"864","11148","9"
"865","11147","25"
"866","11147","32"
"867","11146","43"
"868","11146","16"
"869","11145","50"
"870","11144","106"
"871","11144","12"
"872","11143","46"
"873","11143","69"
"874","11142","46"
"875","11142","69"
"876","11141","17"
"877","11141","46"
"878","11140","43"
"879","11140","69"
"880","11139","43"
"881","11139","74"
"882","11138","84"
"883","11138","8"
"884","11137","12"
"885","11137","15"
"886","11137","14"
"887","11136","59"
"888","11136","38"
"889","11134","46"
"890","11134","69"
"891","11134","43"
"892","11133","59"
"893","11133","16"
"894","11135","61"
"895","11135","59"
"896","11132","61"
"897","11132","16"
"898","11131","7"
"899","11130","43"
"900","11130","16"
"901","11129","16"
"902","11128","46"
"903","11128","16"
"904","11127","46"
"905","11127","17"
"906","11127","108"
"907","11126","11"
"908","11126","16"
"909","11125","8"
"910","11125","9"
"911","11124","98"
"912","11124","83"
"913","11123","19"
"914","11123","60"
"915","11123","16"
"916","11122","11"
"917","11122","17"
"918","11121","106"
"919","11121","69"
"920","11120","82"
"921","11120","17"
"922","11119","16"
"923","11118","83"
"924","11118","63"
"925","11117","11"
"926","11116","58"
"927","11116","25"
"928","11116","47"
"929","11115","34"
"930","11114","16"
"931","11114","22"
"932","11114","88"
"933","11113","17"
"934","11112","9"
"935","11112","84"
"936","11111","12"
"937","11111","58"
"938","11110","37"
"939","11109","10"
"940","11108","16"
"941","11107","52"
"942","11107","100"
"943","11106","16"
"944","11106","61"
"945","11104","10"
"946","11104","12"
"947","11103","43"
"948","11103","46"
"949","11105","16"
"950","11102","98"
"951","11102","17"
"952","11101","46"
"953","11101","17"
"954","11100","74"
"955","11100","43"
"956","11099","30"
"957","11099","102"
"958","11098","19"
"959","11098","16"
"960","11097","50"
"961","11097","43"
"962","11095","80"
"963","11095","78"
